Time in s,Speed in km/h,Sampling time in s,Acceleration in m/s²,Altitude in m,Gradient angle in rad
2254.0,0.0,1.0,0.0,399.1189427312775,0.0
2255.0,0.0,1.0,0.0,400.0,0.0
2256.0,0.0,1.0,0.0,400.0,0.0
2257.0,0.0,1.0,0.0,399.1189427312775,0.0
2258.0,0.0,1.0,0.0,398.237885462555,0.0
2259.0,0.0,1.0,0.0,397.3568281938326,0.0
2260.0,0.8,1.0,0.22222222222222224,396.4757709251101,-0.05579451855208491
2261.0,3.6,1.0,0.7777777777777777,395.5947136563876,-0.05579451855208491
2262.0,8.6,1.0,1.3888888888888888,394.7136563876652,-0.05579451855208491
2263.0,14.6,1.0,1.6666666666666665,393.8325991189427,-0.05579451855208491
2264.0,20.0,1.0,1.5,392.9515418502202,-0.05579451855208491
2265.0,24.4,1.0,1.2222222222222219,392.0704845814978,-0.05579451855208491
2266.0,28.2,1.0,1.0555555555555558,391.1894273127753,-0.05579451855208491
2267.0,31.7,1.0,0.9722222222222222,390.3083700440528,-0.05579451855208491
2268.0,35.0,1.0,0.9166666666666669,389.4273127753304,-0.05579451855208491
2269.0,37.6,1.0,0.7222222222222227,388.5462555066079,-0.05579451855208491
2270.0,39.7,1.0,0.5833333333333337,387.6651982378854,-0.05579451855208491
2271.0,41.5,1.0,0.4999999999999992,386.784140969163,-0.05579451855208491
2272.0,43.6,1.0,0.5833333333333337,385.9030837004405,-0.05579451855208491
2273.0,46.0,1.0,0.6666666666666663,385.022026431718,-0.05579451855208491
2274.0,48.4,1.0,0.6666666666666663,384.1409691629956,-0.05579451855208491
2275.0,50.5,1.0,0.5833333333333337,383.2599118942731,-0.05579451855208491
2276.0,51.9,1.0,0.3888888888888885,382.3788546255507,-0.05579451855208491
2277.0,52.6,1.0,0.19444444444444522,381.4977973568282,-0.05579451855208491
2278.0,52.8,1.0,0.05555555555555437,380.6167400881057,-0.05579451855208491
2279.0,52.9,1.0,0.027777777777778172,379.73568281938327,-0.05579451855208491
2280.0,53.1,1.0,0.055555555555556344,378.8546255506608,-0.05579451855208491
2281.0,53.3,1.0,0.05555555555555437,377.9735682819383,-0.05579451855208491
2282.0,53.1,1.0,-0.05555555555555437,377.09251101321587,-0.05579451855208491
2283.0,52.3,1.0,-0.2222222222222234,376.2114537444934,-0.05579451855208491
2284.0,50.7,1.0,-0.44444444444444287,375.3303964757709,-0.05579451855208491
2285.0,48.8,1.0,-0.5277777777777793,374.44933920704847,-0.05579451855208491
2286.0,46.5,1.0,-0.6388888888888881,373.568281938326,-0.05579451855208491
2287.0,43.8,1.0,-0.7500000000000008,372.6872246696035,-0.05579451855208491
2288.0,40.3,1.0,-0.9722222222222222,371.80616740088107,-0.05579451855208491
2289.0,36.0,1.0,-1.1944444444444435,370.9251101321586,-0.05579451855208491
2290.0,30.7,1.0,-1.4722222222222223,370.0440528634361,-0.05579451855208491
2291.0,25.4,1.0,-1.4722222222222223,369.16299559471366,-0.05579451855208491
2292.0,21.0,1.0,-1.2222222222222219,368.2819383259912,-0.05579451855208491
2293.0,16.7,1.0,-1.1944444444444446,367.4008810572687,-0.05579451855208491
2294.0,13.4,1.0,-0.9166666666666663,366.51982378854626,-0.05579451855208491
2295.0,12.0,1.0,-0.38888888888888895,365.6387665198238,-0.05579451855208491
2296.0,12.1,1.0,0.02777777777777768,364.7577092511013,-0.05579451855208491
2297.0,12.8,1.0,0.19444444444444473,363.87665198237886,-0.05579451855208491
2298.0,15.6,1.0,0.7777777777777775,362.9955947136564,-0.05579451855208491
2299.0,19.9,1.0,1.1944444444444442,362.1145374449339,-0.05579451855208491
2300.0,23.4,1.0,0.9722222222222222,361.23348017621146,-0.05579451855208491
2301.0,24.6,1.0,0.3333333333333341,360.352422907489,-0.05579451855208491
2302.0,25.2,1.0,0.16666666666666607,359.4713656387665,-0.05579451855208491
2303.0,26.4,1.0,0.33333333333333315,358.59030837004406,-0.05579451855208491
2304.0,28.8,1.0,0.6666666666666673,357.70925110132157,-0.05579451855208491
2305.0,31.8,1.0,0.8333333333333333,356.8281938325991,-0.05579451855208491
2306.0,35.3,1.0,0.9722222222222212,355.94713656387665,-0.05579451855208491
2307.0,39.5,1.0,1.1666666666666674,355.06607929515417,-0.05579451855208491
2308.0,44.5,1.0,1.3888888888888888,354.1850220264317,-0.05579451855208491
2309.0,49.3,1.0,1.3333333333333326,353.30396475770925,-0.05579451855208491
2310.0,53.3,1.0,1.1111111111111112,352.42290748898677,-0.05579451855208491
2311.0,56.4,1.0,0.8611111111111115,351.5418502202643,-0.05579451855208491
2312.0,58.9,1.0,0.6944444444444444,350.66079295154185,-0.05579451855208491
2313.0,61.2,1.0,0.6388888888888901,349.77973568281936,-0.05579451855208491
2314.0,62.6,1.0,0.3888888888888885,348.8986784140969,-0.05579451855208491
2315.0,63.0,1.0,0.11111111111111072,348.01762114537445,-0.05579451855208491
2316.0,62.5,1.0,-0.1388888888888889,347.13656387665196,-0.05579451855208491
2317.0,60.9,1.0,-0.4444444444444448,346.2555066079295,-0.05579451855208491
2318.0,59.3,1.0,-0.4444444444444448,345.37444933920705,-0.05579451855208491
2319.0,58.6,1.0,-0.19444444444444325,344.49339207048456,-0.05579451855208491
2320.0,58.6,1.0,0.0,343.6123348017621,-0.05579451855208491
2321.0,58.7,1.0,0.027777777777778172,342.73127753303964,-0.05579451855208491
2322.0,58.8,1.0,0.027777777777776198,341.85022026431716,-0.05579451855208491
2323.0,58.8,1.0,0.0,340.9691629955947,-0.05579451855208491
2324.0,58.8,1.0,0.0,340.08810572687224,-0.05579451855208491
2325.0,59.1,1.0,0.08333333333333452,339.20704845814976,-0.05579451855208491
2326.0,60.1,1.0,0.2777777777777778,338.3259911894273,-0.05579451855208491
2327.0,61.7,1.0,0.4444444444444448,337.44493392070484,-0.05579451855208491
2328.0,63.0,1.0,0.36111111111111033,336.56387665198235,-0.05579451855208491
2329.0,63.7,1.0,0.19444444444444522,335.6828193832599,-0.05579451855208491
2330.0,63.9,1.0,0.05555555555555437,334.80176211453744,-0.05579451855208491
2331.0,63.5,1.0,-0.11111111111111072,333.92070484581495,-0.05579451855208491
2332.0,62.3,1.0,-0.3333333333333341,333.0396475770925,-0.05579451855208491
2333.0,60.3,1.0,-0.5555555555555556,332.15859030837004,-0.05579451855208491
2334.0,58.9,1.0,-0.3888888888888885,331.27753303964755,-0.05579451855208491
2335.0,58.4,1.0,-0.1388888888888889,330.3964757709251,-0.05579451855208491
2336.0,58.8,1.0,0.11111111111111072,329.51541850220264,-0.05579451855208491
2337.0,60.2,1.0,0.38888888888889045,328.63436123348015,-0.05579451855208491
2338.0,62.3,1.0,0.5833333333333317,327.7533039647577,-0.05579451855208491
2339.0,63.9,1.0,0.4444444444444448,326.87224669603523,-0.05579451855208491
2340.0,64.5,1.0,0.16666666666666705,325.99118942731275,-0.05579451855208491
2341.0,64.4,1.0,-0.027777777777776198,325.1101321585903,-0.05579451855208491
2342.0,63.5,1.0,-0.25000000000000155,324.22907488986783,-0.05579451855208491
2343.0,62.0,1.0,-0.41666666666666663,323.34801762114535,-0.05579451855208491
2344.0,61.2,1.0,-0.22222222222222143,322.4669603524229,-0.05579451855208491
2345.0,61.3,1.0,0.027777777777776198,321.58590308370043,-0.05579451855208491
2346.0,62.6,1.0,0.36111111111111227,320.70484581497794,-0.05579451855208491
2347.0,65.3,1.0,0.7499999999999988,319.8237885462555,-0.05579451855208491
2348.0,68.0,1.0,0.7500000000000008,318.942731277533,-0.05579451855208491
2349.0,69.4,1.0,0.38888888888889045,318.06167400881054,-0.05579451855208491
2350.0,69.7,1.0,0.08333333333333254,317.1806167400881,-0.05579451855208491
2351.0,69.3,1.0,-0.11111111111111269,316.2995594713656,-0.05579451855208491
2352.0,68.1,1.0,-0.3333333333333341,315.41850220264314,-0.05579451855208491
2353.0,66.9,1.0,-0.33333333333333015,314.5374449339207,-0.05579451855208491
2354.0,66.2,1.0,-0.19444444444444522,313.6563876651982,-0.05579451855208491
2355.0,65.7,1.0,-0.1388888888888889,312.77533039647574,-0.05579451855208491
2356.0,64.9,1.0,-0.22222222222222143,311.8942731277533,-0.05579451855208491
2357.0,63.2,1.0,-0.472222222222223,311.0132158590308,-0.05579451855208491
2358.0,60.3,1.0,-0.8055555555555571,310.13215859030834,-0.05579451855208491
2359.0,55.8,1.0,-1.25,309.2511013215859,-0.05579451855208491
2360.0,50.5,1.0,-1.4722222222222214,308.3700440528634,-0.05579451855208491
2361.0,45.2,1.0,-1.4722222222222214,307.48898678414093,-0.05579451855208491
2362.0,40.1,1.0,-1.416666666666667,306.6079295154185,-0.05579451855208491
2363.0,36.2,1.0,-1.0833333333333328,305.726872246696,-0.05579451855208491
2364.0,32.9,1.0,-0.9166666666666679,304.84581497797353,-0.05579451855208491
2365.0,29.8,1.0,-0.8611111111111105,303.9647577092511,-0.05579451855208491
2366.0,26.6,1.0,-0.8888888888888886,303.0837004405286,-0.05579451855208491
2367.0,23.0,1.0,-1.0000000000000004,302.20264317180613,-0.05579451855208491
2368.0,19.4,1.0,-1.0000000000000004,301.3215859030837,-0.05579451855208491
2369.0,16.3,1.0,-0.8611111111111105,300.4405286343612,-0.05579451855208491
2370.0,14.6,1.0,-0.4722222222222225,299.55947136563873,-0.05579451855208491
2371.0,14.2,1.0,-0.1111111111111112,298.6784140969163,-0.05579451855208491
2372.0,14.3,1.0,0.027777777777778172,297.7973568281938,-0.05579451855208491
2373.0,14.6,1.0,0.08333333333333304,296.9162995594713,-0.05579451855208491
2374.0,15.1,1.0,0.1388888888888889,296.0352422907489,-0.05579451855208491
2375.0,16.4,1.0,0.3611111111111108,295.1541850220264,-0.05579451855208491
2376.0,19.1,1.0,0.7500000000000008,294.2731277533039,-0.05579451855208491
2377.0,22.5,1.0,0.944444444444444,293.3920704845815,-0.05579451855208491
2378.0,24.4,1.0,0.5277777777777773,292.511013215859,-0.05579451855208491
2379.0,24.8,1.0,0.1111111111111117,291.6299559471366,-0.05579451855208491
2380.0,22.7,1.0,-0.5833333333333337,290.7488986784141,-0.05579451855208491
2381.0,17.4,1.0,-1.4722222222222223,289.8678414096916,-0.05579451855208491
2382.0,13.8,1.0,-0.9999999999999993,288.9867841409692,-0.05579451855208491
2383.0,12.0,1.0,-0.5000000000000002,288.1057268722467,-0.05579451855208491
2384.0,12.0,1.0,0.0,287.2246696035242,-0.05579451855208491
2385.0,12.0,1.0,0.0,286.3436123348018,-0.05579451855208491
2386.0,13.9,1.0,0.5277777777777779,285.4625550660793,-0.05579451855208491
2387.0,17.7,1.0,1.0555555555555551,284.5814977973568,-0.05579451855208491
2388.0,22.8,1.0,1.416666666666667,283.7004405286344,-0.05579451855208491
2389.0,27.3,1.0,1.25,282.8193832599119,-0.05579451855208491
2390.0,31.2,1.0,1.0833333333333328,281.9383259911894,-0.05579451855208491
2391.0,35.2,1.0,1.111111111111112,281.057268722467,-0.05579451855208491
2392.0,39.4,1.0,1.1666666666666654,280.1762114537445,-0.05579451855208491
2393.0,42.5,1.0,0.8611111111111115,279.295154185022,-0.05579451855208491
2394.0,45.4,1.0,0.8055555555555551,278.41409691629957,-0.05579451855208491
2395.0,48.2,1.0,0.7777777777777789,277.5330396475771,-0.05579451855208491
2396.0,50.3,1.0,0.5833333333333317,276.6519823788546,-0.05579451855208491
2397.0,52.6,1.0,0.6388888888888901,275.77092511013217,-0.05579451855208491
2398.0,54.5,1.0,0.5277777777777773,274.8898678414097,-0.05579451855208491
2399.0,56.6,1.0,0.5833333333333337,274.0088105726872,-0.05579451855208491
2400.0,58.3,1.0,0.47222222222222104,273.12775330396477,-0.05579451855208491
2401.0,60.0,1.0,0.472222222222223,272.2466960352423,-0.05579451855208491
2402.0,61.5,1.0,0.41666666666666663,271.3656387665198,-0.05579451855208491
2403.0,63.1,1.0,0.4444444444444448,270.48458149779736,-0.05579451855208491
2404.0,64.3,1.0,0.33333333333333215,269.6035242290749,-0.05579451855208491
2405.0,65.7,1.0,0.38888888888889045,268.7224669603524,-0.05579451855208491
2406.0,67.1,1.0,0.3888888888888865,267.84140969162996,-0.05579451855208491
2407.0,68.3,1.0,0.3333333333333341,266.9603524229075,-0.05579451855208491
2408.0,69.7,1.0,0.38888888888889045,266.079295154185,-0.05579451855208491
2409.0,70.6,1.0,0.2499999999999976,265.19823788546256,-0.05579451855208491
2410.0,71.6,1.0,0.2777777777777778,264.3171806167401,-0.05579451855208491
2411.0,72.6,1.0,0.2777777777777778,263.4361233480176,-0.05579451855208491
2412.0,73.5,1.0,0.25000000000000155,262.55506607929516,-0.05579451855208491
2413.0,74.2,1.0,0.19444444444444522,261.6740088105727,-0.05579451855208491
2414.0,74.9,1.0,0.19444444444444522,260.7929515418502,-0.05579451855208491
2415.0,75.6,1.0,0.19444444444444128,259.91189427312776,-0.05579451855208491
2416.0,76.3,1.0,0.19444444444444522,259.03083700440527,-0.05579451855208491
2417.0,77.1,1.0,0.22222222222222143,258.1497797356828,-0.05579451855208491
2418.0,77.9,1.0,0.22222222222222537,257.26872246696036,-0.05579451855208491
2419.0,78.5,1.0,0.16666666666666508,256.38766519823787,-0.05579451855208491
2420.0,79.0,1.0,0.1388888888888889,255.5066079295154,-0.05579451855208491
2421.0,79.7,1.0,0.19444444444444522,254.62555066079295,-0.05579451855208491
2422.0,80.3,1.0,0.16666666666666508,253.74449339207047,-0.05579451855208491
2423.0,81.0,1.0,0.19444444444444522,252.863436123348,-0.05579451855208491
2424.0,81.6,1.0,0.16666666666666508,251.98237885462555,-0.05579451855208491
2425.0,82.4,1.0,0.22222222222222537,251.10132158590307,-0.05579451855208491
2426.0,82.9,1.0,0.1388888888888889,250.2202643171806,-0.05579451855208491
2427.0,83.4,1.0,0.1388888888888889,249.33920704845815,-0.05579451855208491
2428.0,83.8,1.0,0.11111111111110875,248.45814977973566,-0.05579451855208491
2429.0,84.2,1.0,0.11111111111111269,247.5770925110132,-0.05579451855208491
2430.0,84.7,1.0,0.1388888888888889,246.69603524229075,-0.05579451855208491
2431.0,85.2,1.0,0.1388888888888889,245.81497797356826,-0.05579451855208491
2432.0,85.6,1.0,0.11111111111110875,244.9339207048458,-0.05579451855208491
2433.0,86.3,1.0,0.19444444444444522,244.05286343612335,-0.05579451855208491
2434.0,86.8,1.0,0.1388888888888889,243.17180616740086,-0.05579451855208491
2435.0,87.4,1.0,0.16666666666666904,242.2907488986784,-0.05579451855208491
2436.0,88.0,1.0,0.16666666666666508,241.40969162995594,-0.05579451855208491
2437.0,88.3,1.0,0.08333333333333254,240.52863436123346,-0.05579451855208491
2438.0,88.7,1.0,0.11111111111111269,239.647577092511,-0.05579451855208491
2439.0,89.0,1.0,0.08333333333333254,238.76651982378854,-0.05579451855208491
2440.0,89.3,1.0,0.08333333333333254,237.88546255506606,-0.05579451855208491
2441.0,89.8,1.0,0.1388888888888889,237.0044052863436,-0.05579451855208491
2442.0,90.2,1.0,0.11111111111111269,236.12334801762114,-0.05579451855208491
2443.0,90.6,1.0,0.11111111111110875,235.24229074889868,-0.05579451855208491
2444.0,91.0,1.0,0.11111111111111269,234.3612334801762,-0.05579451855208491
2445.0,91.3,1.0,0.08333333333333254,233.48017621145374,-0.05579451855208491
2446.0,91.6,1.0,0.08333333333333254,232.59911894273128,-0.05579451855208491
2447.0,91.9,1.0,0.08333333333333649,231.7180616740088,-0.05579451855208491
2448.0,92.2,1.0,0.08333333333333254,230.83700440528634,-0.05579451855208491
2449.0,92.8,1.0,0.16666666666666508,229.95594713656388,-0.05579451855208491
2450.0,93.1,1.0,0.08333333333333254,229.0748898678414,-0.05579451855208491
2451.0,93.3,1.0,0.055555555555556344,228.19383259911893,-0.05579451855208491
2452.0,93.5,1.0,0.055555555555556344,227.31277533039648,-0.05579451855208491
2453.0,93.7,1.0,0.055555555555556344,226.431718061674,-0.05579451855208491
2454.0,93.9,1.0,0.055555555555556344,225.55066079295153,-0.05579451855208491
2455.0,94.0,1.0,0.027777777777776198,224.66960352422907,-0.05579451855208491
2456.0,94.1,1.0,0.027777777777776198,223.7885462555066,-0.05579451855208491
2457.0,94.3,1.0,0.055555555555556344,222.90748898678413,-0.05579451855208491
2458.0,94.4,1.0,0.027777777777780146,222.02643171806167,-0.05579451855208491
2459.0,94.6,1.0,0.055555555555552395,221.1453744493392,-0.05579451855208491
2460.0,94.7,1.0,0.027777777777780146,220.26431718061673,-0.05579451855208491
2461.0,94.8,1.0,0.027777777777776198,219.38325991189427,-0.05579451855208491
2462.0,95.0,1.0,0.055555555555556344,218.50220264317178,-0.05579451855208491
2463.0,95.1,1.0,0.027777777777776198,217.62114537444933,-0.05579451855208491
2464.0,95.3,1.0,0.055555555555556344,216.74008810572687,-0.05579451855208491
2465.0,95.4,1.0,0.027777777777780146,215.85903083700438,-0.05579451855208491
2466.0,95.6,1.0,0.055555555555552395,214.97797356828193,-0.05579451855208491
2467.0,95.7,1.0,0.027777777777780146,214.09691629955947,-0.05579451855208491
2468.0,95.8,1.0,0.027777777777776198,213.215859030837,-0.05579451855208491
2469.0,96.0,1.0,0.055555555555556344,212.33480176211452,-0.05579451855208491
2470.0,96.1,1.0,0.027777777777776198,211.45374449339207,-0.05579451855208491
2471.0,96.3,1.0,0.055555555555556344,210.5726872246696,-0.05579451855208491
2472.0,96.4,1.0,0.027777777777780146,209.69162995594712,-0.05579451855208491
2473.0,96.6,1.0,0.055555555555552395,208.81057268722466,-0.05579451855208491
2474.0,96.8,1.0,0.055555555555556344,207.9295154185022,-0.05579451855208491
2475.0,97.0,1.0,0.055555555555556344,207.04845814977972,-0.05579451855208491
2476.0,97.2,1.0,0.055555555555556344,206.16740088105726,-0.05579451855208491
2477.0,97.3,1.0,0.027777777777776198,205.2863436123348,-0.05579451855208491
2478.0,97.4,1.0,0.027777777777780146,204.40528634361232,-0.05579451855208491
2479.0,97.4,1.0,0.0,203.52422907488986,-0.05579451855208491
2480.0,97.4,1.0,0.0,202.6431718061674,-0.05579451855208491
2481.0,97.4,1.0,0.0,201.76211453744492,-0.05579451855208491
2482.0,97.3,1.0,-0.027777777777780146,200.88105726872246,-0.05579451855208491
2483.0,97.3,1.0,0.0,200.0,-0.05579451855208491
2484.0,97.3,1.0,0.0,199.1189427312775,-0.05579451855208491
2485.0,97.3,1.0,0.0,198.23788546255506,-0.05579451855208491
2486.0,97.2,1.0,-0.027777777777776198,197.3568281938326,-0.05579451855208491
2487.0,97.1,1.0,-0.027777777777780146,196.4757709251101,-0.05579451855208491
2488.0,97.0,1.0,-0.027777777777776198,195.59471365638765,-0.05579451855208491
2489.0,96.9,1.0,-0.027777777777776198,194.7136563876652,-0.05579451855208491
2490.0,96.7,1.0,-0.055555555555556344,193.8325991189427,-0.05579451855208491
2491.0,96.4,1.0,-0.08333333333333254,192.95154185022025,-0.05579451855208491
2492.0,96.1,1.0,-0.08333333333333649,192.0704845814978,-0.05579451855208491
2493.0,95.7,1.0,-0.11111111111110875,191.18942731277534,-0.05579451855208491
2494.0,95.5,1.0,-0.055555555555556344,190.30837004405285,-0.05579451855208491
2495.0,95.3,1.0,-0.055555555555556344,189.4273127753304,-0.05579451855208491
2496.0,95.2,1.0,-0.027777777777776198,188.54625550660793,-0.05579451855208491
2497.0,95.0,1.0,-0.055555555555556344,187.66519823788545,-0.05579451855208491
2498.0,94.9,1.0,-0.027777777777776198,186.784140969163,-0.05579451855208491
2499.0,94.7,1.0,-0.055555555555556344,185.90308370044053,-0.05579451855208491
2500.0,94.5,1.0,-0.055555555555556344,185.02202643171805,-0.05579451855208491
2501.0,94.4,1.0,-0.027777777777776198,184.1409691629956,-0.05579451855208491
2502.0,94.4,1.0,0.0,183.25991189427313,-0.05579451855208491
2503.0,94.3,1.0,-0.027777777777780146,182.37885462555064,-0.05579451855208491
2504.0,94.3,1.0,0.0,181.4977973568282,-0.05579451855208491
2505.0,94.1,1.0,-0.055555555555556344,180.61674008810573,-0.05579451855208491
2506.0,93.9,1.0,-0.055555555555552395,179.73568281938324,-0.05579451855208491
2507.0,93.4,1.0,-0.1388888888888889,178.85462555066078,-0.05579451855208491
2508.0,92.8,1.0,-0.16666666666666904,177.97356828193833,-0.05579451855208491
2509.0,92.0,1.0,-0.22222222222222143,177.09251101321584,-0.05579451855208491
2510.0,91.3,1.0,-0.19444444444444522,176.21145374449338,-0.05579451855208491
2511.0,90.6,1.0,-0.19444444444444522,175.33039647577093,-0.05579451855208491
2512.0,90.0,1.0,-0.16666666666666508,174.44933920704844,-0.05579451855208491
2513.0,89.3,1.0,-0.19444444444444522,173.56828193832598,-0.05579451855208491
2514.0,88.7,1.0,-0.16666666666666508,172.68722466960352,-0.05579451855208491
2515.0,88.1,1.0,-0.16666666666666904,171.80616740088104,-0.05579451855208491
2516.0,87.4,1.0,-0.19444444444444128,170.92511013215858,-0.05579451855208491
2517.0,86.7,1.0,-0.19444444444444522,170.04405286343612,-0.05579451855208491
2518.0,86.0,1.0,-0.19444444444444522,169.16299559471366,-0.05579451855208491
2519.0,85.3,1.0,-0.19444444444444522,168.28193832599118,-0.05579451855208491
2520.0,84.7,1.0,-0.16666666666666508,167.40088105726872,-0.05579451855208491
2521.0,84.1,1.0,-0.16666666666666904,166.51982378854626,-0.05579451855208491
2522.0,83.5,1.0,-0.16666666666666508,165.63876651982378,-0.05579451855208491
2523.0,82.9,1.0,-0.16666666666666508,164.75770925110132,-0.05579451855208491
2524.0,82.3,1.0,-0.16666666666666904,163.87665198237886,-0.05579451855208491
2525.0,81.7,1.0,-0.16666666666666508,162.99559471365637,-0.05579451855208491
2526.0,81.1,1.0,-0.16666666666666904,162.11453744493392,-0.05579451855208491
2527.0,80.5,1.0,-0.16666666666666508,161.23348017621146,-0.05579451855208491
2528.0,79.9,1.0,-0.16666666666666508,160.35242290748897,-0.05579451855208491
2529.0,79.4,1.0,-0.1388888888888889,159.4713656387665,-0.05579451855208491
2530.0,79.1,1.0,-0.08333333333333649,158.59030837004406,-0.05579451855208491
2531.0,78.8,1.0,-0.08333333333333254,157.70925110132157,-0.05579451855208491
2532.0,78.5,1.0,-0.08333333333333254,156.8281938325991,-0.05579451855208491
2533.0,78.2,1.0,-0.08333333333333254,155.94713656387665,-0.05579451855208491
2534.0,77.9,1.0,-0.08333333333333254,155.06607929515417,-0.05579451855208491
2535.0,77.6,1.0,-0.08333333333333649,154.1850220264317,-0.05579451855208491
2536.0,77.3,1.0,-0.08333333333333254,153.30396475770925,-0.05579451855208491
2537.0,77.0,1.0,-0.08333333333333254,152.42290748898677,-0.05579451855208491
2538.0,76.7,1.0,-0.08333333333333254,151.5418502202643,-0.05579451855208491
2539.0,76.0,1.0,-0.19444444444444522,150.66079295154185,-0.05579451855208491
2540.0,76.0,1.0,0.0,149.77973568281936,-0.05579451855208491
2541.0,76.0,1.0,0.0,148.8986784140969,-0.05579451855208491
2542.0,75.9,1.0,-0.027777777777776198,148.01762114537445,-0.05579451855208491
2543.0,75.9,1.0,0.0,147.13656387665196,-0.05579451855208491
2544.0,75.8,1.0,-0.027777777777780146,146.2555066079295,-0.05579451855208491
2545.0,75.7,1.0,-0.027777777777776198,145.37444933920705,-0.05579451855208491
2546.0,75.5,1.0,-0.055555555555556344,144.4933920704846,-0.05579451855208491
2547.0,75.2,1.0,-0.08333333333333254,143.6123348017621,-0.05579451855208491
2548.0,75.0,1.0,-0.055555555555556344,142.73127753303964,-0.05579451855208491
2549.0,74.7,1.0,-0.08333333333333254,141.8502202643172,-0.05579451855208491
2550.0,74.1,1.0,-0.16666666666666904,140.9691629955947,-0.05579451855208491
2551.0,73.7,1.0,-0.11111111111110875,140.08810572687224,-0.05579451855208491
2552.0,73.3,1.0,-0.11111111111111269,139.20704845814979,-0.05579451855208491
2553.0,73.5,1.0,0.055555555555556344,138.3259911894273,-0.05579451855208491
2554.0,74.0,1.0,0.1388888888888889,137.44493392070484,-0.05579451855208491
2555.0,74.9,1.0,0.25000000000000155,136.56387665198238,-0.05579451855208491
2556.0,76.1,1.0,0.33333333333333015,135.6828193832599,-0.05579451855208491
2557.0,77.7,1.0,0.4444444444444468,134.80176211453744,-0.05579451855208491
2558.0,79.2,1.0,0.41666666666666663,133.92070484581498,-0.05579451855208491
2559.0,80.3,1.0,0.30555555555555397,133.0396475770925,-0.05579451855208491
2560.0,80.8,1.0,0.1388888888888889,132.15859030837004,-0.05579451855208491
2561.0,81.0,1.0,0.055555555555556344,131.27753303964758,-0.05579451855208491
2562.0,81.0,1.0,0.0,130.3964757709251,-0.05579451855208491
2563.0,81.0,1.0,0.0,129.51541850220264,-0.05579451855208491
2564.0,81.0,1.0,0.0,128.63436123348018,-0.05579451855208491
2565.0,81.0,1.0,0.0,127.7533039647577,-0.05579451855208491
2566.0,80.9,1.0,-0.027777777777776198,126.87224669603523,-0.05579451855208491
2567.0,80.6,1.0,-0.08333333333333649,125.99118942731278,-0.05579451855208491
2568.0,80.3,1.0,-0.08333333333333254,125.1101321585903,-0.05579451855208491
2569.0,80.0,1.0,-0.08333333333333254,124.22907488986783,-0.05579451855208491
2570.0,79.9,1.0,-0.027777777777776198,123.34801762114537,-0.05579451855208491
2571.0,79.8,1.0,-0.027777777777780146,122.4669603524229,-0.05579451855208491
2572.0,79.8,1.0,0.0,121.58590308370043,-0.05579451855208491
2573.0,79.8,1.0,0.0,120.70484581497797,-0.05579451855208491
2574.0,79.9,1.0,0.027777777777780146,119.8237885462555,-0.05579451855208491
2575.0,80.0,1.0,0.027777777777776198,118.94273127753303,-0.05579451855208491
2576.0,80.4,1.0,0.11111111111111269,118.06167400881057,-0.05579451855208491
2577.0,80.8,1.0,0.11111111111110875,117.1806167400881,-0.05579451855208491
2578.0,81.2,1.0,0.11111111111111269,116.29955947136564,-0.05579451855208491
2579.0,81.5,1.0,0.08333333333333254,115.41850220264317,-0.05579451855208491
2580.0,81.6,1.0,0.027777777777776198,114.5374449339207,-0.05579451855208491
2581.0,81.6,1.0,0.0,113.65638766519824,-0.05579451855208491
2582.0,81.4,1.0,-0.055555555555552395,112.77533039647577,-0.05579451855208491
2583.0,80.7,1.0,-0.19444444444444522,111.8942731277533,-0.05579451855208491
2584.0,79.6,1.0,-0.3055555555555579,111.01321585903084,-0.05579451855208491
2585.0,78.2,1.0,-0.3888888888888865,110.13215859030836,-0.05579451855208491
2586.0,76.8,1.0,-0.38888888888889045,109.25110132158589,-0.05579451855208491
2587.0,75.3,1.0,-0.41666666666666663,108.37004405286343,-0.05579451855208491
2588.0,73.8,1.0,-0.41666666666666663,107.48898678414096,-0.05579451855208491
2589.0,72.1,1.0,-0.472222222222223,106.6079295154185,-0.05579451855208491
2590.0,70.2,1.0,-0.5277777777777753,105.72687224669603,-0.05579451855208491
2591.0,68.2,1.0,-0.5555555555555556,104.84581497797356,-0.05579451855208491
2592.0,66.1,1.0,-0.5833333333333357,103.9647577092511,-0.05579451855208491
2593.0,63.8,1.0,-0.6388888888888881,103.08370044052863,-0.05579451855208491
2594.0,61.6,1.0,-0.6111111111111099,102.20264317180616,-0.05579451855208491
2595.0,60.2,1.0,-0.3888888888888885,101.3215859030837,-0.05579451855208491
2596.0,59.8,1.0,-0.11111111111111269,100.44052863436123,-0.05579451855208491
2597.0,60.4,1.0,0.16666666666666705,99.55947136563876,-0.05579451855208491
2598.0,61.8,1.0,0.3888888888888885,98.6784140969163,-0.05579451855208491
2599.0,62.6,1.0,0.2222222222222234,97.79735682819383,-0.05579451855208491
2600.0,62.7,1.0,0.027777777777778172,96.91629955947135,-0.05579451855208491
2601.0,61.9,1.0,-0.2222222222222234,96.0352422907489,-0.05579451855208491
2602.0,60.0,1.0,-0.5277777777777773,95.15418502202643,-0.05579451855208491
2603.0,58.4,1.0,-0.4444444444444448,94.27312775330397,-0.05579451855208491
2604.0,57.8,1.0,-0.16666666666666705,93.3920704845815,-0.05579451855208491
